"","countries","GEF6","GEF7","type","needs","OECD","gdpconstant2010us","amt_provided_developinginthousan","mobilizing_int_finflowsinusdthou","mobililizing_int_flows_coeff","MaxDomExp","LastDomExp","dom_exp","ln_domexp...12","gaps","avail_resources","expected_funding_gap","int_pob","incl","eval","inc_pob","type_exp","sources","domestice_sources","international_sources","report_dom_exp","report_funding_gaps","prepare_fin_plans","countrycode","accesstocleanfuelsandtechnologie","adjustednetenrollmentrateprimary","adjustednetsavingsincludingparti","adjustedsavingscarbondioxidedama","adjustedsavingsenergydepletionof","adjustedsavingsmineraldepletiono","adjustedsavingsnaturalresourcesd","adjustedsavingsnetforestdepletio","adjustedsavingsnetnationalsaving","renewableelectricityoutputoftota","terrestrialandmarineprotectedare","terrestrialprotectedareasoftotal","totalfisheriesproductionmetricto","totalnaturalresourcesrentsofgdp","agriculturallandoflandarea","agriculturalmethaneemissionsofto","agriculturalnitrousoxideemission","agricultureforestryandfishingval","alternativeandnuclearenergyoftot","birdspeciesthreatened","capturefisheriesproductionmetric","CO2_Ems","coalrentsofgdp","droughtsfloodsextremetemperature","fertilizerconsumptionkilogramspe","fishspeciesthreatened","forestrentsofgdp","GDPgrowth","gdpperunitofenergyusepppperkgofo","mammalspeciesthreatened","mineralrentsofgdp","nitrousoxideemissionsinenergysec","oilrentsofgdp","permanentcroplandoflandarea","plantspecieshigherthreatened","Pollution_Expo","povertyheadcountratioatnationalp","refugeepopulationbycountryorterr","urbanpopulationgrowthannual","controlofcorruptionestimate","governmenteffectivenessestimate","politicalstabilityandabsenceofvi","regulatoryqualityestimate","ruleoflawestimate","voiceandaccountabilityestimate","populationgrowthannual","populationtotal","cbd_region","dev","broad_region","biofin","ln_needs","ln_domexp...80","ln_Avail_resources","ThSpecies_Biofin","average_crs","ln_averagecrs","domexp_thousand","lndomexp_thousand","new_avgcrs","ln_newavgcrs","average_agriculture_land","average_agriffvaluegdp","average_aquaculture_productionme","average_arable_land","average_co2emmkt","average_forestarealandarea","average_forestareasqkm","average_gnipercapita","landareasqkm","average_permanentcropland","average_population_density","average_renewable_energy_conspto","_merge","id","Threatened_Species","lnGDP","ln_renewable_output","Aid_GDP","lnAid_GDP","ln_AgriFF","newneeds","GDP_CO2","ln_CO2_Ems","Gov","lnpop","agri_pop","ln_average_co2emmkt","GDP_averageco2emskt","yhat_extrapdomexp","extrapolate_domexp","manual_extrapdomexp","lnmanual_extrapdomexp","yhat_method1","extrap_needs_method1","yhat_method2","extrap_needsII","ln_newneeds","pc1","pc2","pc3","pc4","pca","Needs_prob","Index_dcq","new_domexp","ln_newdomexp","new_domexp_max","ln_newdomexp_max","new_domexp_last","ln_newdomexp_last","new_needs","constant","ln_gef6","ln_gef7"
"198","Thailand",8714220.12,11848253,"Developing",NA,0,3.6e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THA",72.7018,98.3192,13.833,2.26014,1.88809,0.032326,2.44326,0.522838,14.625,7.47057,12.5098,18.8094,3100000,2.66803,41.4338,62.6515,69.8355,3.7e+10,0.759137,62,1900000,0.311766,0.0849,3.7511,150.993,106,0.546869,3.48844,7.63072,59,0.061609,13.4593,1.26929,8.43163,159,16.2666,14.5091,110436,2.68127,-0.423469,0.353008,-0.875048,0.197156,-0.055389,-0.984341,0.373347,6.9e+07,NA,1,"Asia",1,NA,NA,NA,121,424.481,6.050868,NA,NA,4.24e+08,19.86638,211681,9.94319,1200000,31.4362,277521,31.8644,162792,5130.74,510890,8.43163,132.627,22.6049,"matched (3)",189,121,26.60937,2.010971,0.0011791,-6.742992,24.33418,NA,8.295897,-1.165502,-0.2820094,18.04962,26.07288,12.53365,333.5125,19.22227,2.23e+08,2.23e+08,19.22227,20.14926,5.63e+08,18.83867,1.52e+08,NA,0.8205818,0.5032161,0.3472508,-0.1592025,122.5118,0,24,NA,NA,NA,NA,NA,NA,NA,1,15.9804667458408,16.2876909885168
"199","Timor",NA,NA,"Least_dev",NA,0,3.9e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TLS",4.95727,84.6437,-6.4483,0.374315,52.7396,0,52.7396,0,45.4792,0,4.4227,13.055,4452.27,50.2464,25.4998,86.5089,88.3594,2e+08,NA,6,3186.73,0.028494,0,0.02512,NA,13,0.107674,3.39478,145.839,5,0,1.09144,35.7673,4.83585,2,0,46.1,1.4,3.09926,-0.514505,-1.04405,-0.018488,-0.871533,-1.13936,0.247099,1.89591,1200000,NA,0,"Asia",0,NA,NA,NA,0,192.096,5.257993,NA,NA,1.92e+08,19.0735,3791.82,6.48757,1265.55,10.5765,275.025,49.1459,7308,2559.22,14870,4.83585,76.4402,31.1253,"matched (3)",190,11,22.08424,NA,0.0492553,-3.010738,19.11383,52900000,0.6292684,-3.558062,-1.642235,13.99783,167.5215,5.616862,124.0441,15.94687,8426297,8426297,15.94687,16.21124,1.1e+07,20.56934,8.57e+08,NA,-1.827784,-0.8576094,-2.232266,2.55633,8.63867,0,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"200","Timor Leste",7928034,4416210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8859156435801,15.3007924201562
"201","Togo",6818381.93,NA,"Least_dev",NA,0,4e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TGO",4.40182,92.1983,0.0868,1.68248,0,8.12965,14.5767,6.44708,13.3176,71.4014,21.7912,27.6208,23582.9,19.0902,67.5007,35.3416,66.1753,1.2e+09,1.68692,13,23523.1,0.272782,0,0.508478,7.82688,38,6.76174,5.15475,2.74997,13,12.3285,5.42493,0,3.4515,13,29.8314,58.5,14155.1,3.92744,-0.746608,-1.13878,-0.486889,-0.77437,-0.719321,-0.676054,2.52121,7500000,NA,0,"Africa",0,NA,NA,NA,0,136.3,4.914855,NA,NA,1.36e+08,18.73037,36713.6,33.5183,59.8182,45.6635,2218.53,4.91267,2672,602.424,54390,3.4515,124.913,72.3064,"matched (3)",191,26,22.10956,4.268317,0.0340749,-3.379194,20.90559,NA,6.03109,-1.299082,-1.739096,15.83041,166.8418,7.704602,170.3454,14.7753,2611152,2611152,14.7753,15.22157,4079866,15.28018,4326117,NA,-0.2012623,-2.046312,0.8968499,-0.2894793,24.3598,0,12,NA,NA,NA,NA,NA,NA,NA,1,15.7351327480049,NA
"202","Tonga",1649053.02,NA,"Developing",NA,0,3.8e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TON",56.8155,98.4043,6.23472,0.789388,0,0,0.011205,0.011205,4.54102,1.4331,1.52165,15.9152,2283.15,0.046773,44.697,70.9846,95.4236,6.3e+07,NA,5,2144.91,0.234168,0,NA,154.477,16,0.046773,1.28589,7.85283,2,0,3.66385,0,15.2778,5,0,22.5,2.66667,0.164487,-0.29178,-0.151989,0.86418,-0.395391,0.121067,0.626634,0.278881,101627,NA,1,"Oceania",0,NA,NA,NA,0,50.519,3.922349,NA,NA,50500000,17.73786,321.818,16.5619,138.242,23.8636,117.344,12.5,90,3668.01,720,15.2778,142.281,1.62866,"matched (3)",192,7,19.75568,0.3598399,0.1329447,-2.017822,17.95864,7670789,4.626148,-1.451717,0.0595575,11.52906,26.61183,4.76511,94.138,13.56813,780846.1,780846.1,13.56813,13.93624,1128321,13.80237,986948.3,NA,-0.8238266,-1.065095,0.2913152,-0.4633732,4.939021,0,1,NA,NA,NA,NA,NA,NA,NA,1,14.3157117538447,NA
"203","TOTAL",1480770467.6,642470139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1158283754807,20.280830897389
"204","Trinidad and Tobago",144323.75,3752162,"Developing",NA,0,2.2e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTO",99.2045,97.9734,NA,5.34165,11.8728,0,11.8728,0,NA,0.137435,2.01446,30.5952,13289.1,14.3168,10.5263,0.524791,50.7575,1.1e+08,0,5,13274.7,1.12181,0,0.000818,274.182,37,0.031073,1.26078,2.1251,2,0,11.9195,6.81911,4.2885,50,0,NA,128.167,0.281204,-0.327274,0.236393,0.26896,0.095242,-0.118003,0.52611,0.5272,1400000,"Latin America and the Carribean",1,"America",0,NA,NA,NA,0,3.98474,1.382472,NA,NA,3984740,15.19798,540,0.444332,14.4136,4.87329,45615,44.8616,2301.4,15870.6,5130,4.2885,262.309,0.36412,"matched (3)",193,7,23.81431,-1.984604,0.0001811,-8.616325,18.51599,153262.2,26.71513,0.1149434,0.0945388,14.15198,26.75935,10.72799,255.4797,14.46595,1916383,1916383,14.46595,14.78327,2632038,14.55464,2094119,NA,5.343247,0.3001293,-2.838506,-1.888177,7.916694,0,2,NA,NA,NA,NA,NA,NA,NA,1,11.8798143188835,15.1378427651484
"205","Tunisia",5344197.97,NA,"Developing",33990,0,4.5e+10,0,NA,NA,56129,57550.9919424368,49103,17.7094306906946,7362.4,26627.4,7362.4,0,1,1,0,NA,NA,8151,2433,1,1,0,"TUN",98.3809,98.9576,-0.289465,1.72126,3.25123,0.643575,4.0953,0.20049,-0.177073,1.54138,5.2086,7.91312,113869,5.43347,64.0594,30.7397,67.4931,3.8e+09,0.359043,11,105588,0.243779,0,0.09845,56.4117,39,0.225118,2.88155,10.9773,14,0.878497,8.64113,3.88563,14.7008,9,46.466,17.85,824.077,1.46214,-0.080534,-0.131164,-0.97596,-0.416133,-0.015591,0.221975,1.08784,1.1e+07,NA,1,"Africa",0,10.43382,10.80168,10.1897,0,639.181,6.460188,49100000,17.70943,6.39e+08,20.2757,99522.7,8.87999,8280.41,18.1988,25988.8,6.40986,9958.36,3811.24,155360,14.7008,69.8967,13.7166,"matched (3)",194,25,24.52993,0.4326782,0.014204,-4.25423,22.05827,3.4e+07,5.979881,-1.411493,-0.6518101,16.21341,73.42169,10.16542,249.3571,17.3594,34600000,49100000,17.70943,17.98201,64500000,17.64181,45900000,17.3415769216723,0.2943821,-1.02014,1.110053,0.2613542,25.64565,1,12,49103000,17.7094306906946,56129000,17.8431631709749,57550991.9424368,17.8681819291685,33990000,1,15.4915220387969,NA
"206","Turkey",4171467.14,NA,"Developing",NA,1,9.3e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TUR",NA,95.6885,10.674,1.07032,0.084325,0.11087,0.195195,0,8.64287,24.1814,0.190643,0.218992,646339,0.457611,50.5029,32.4114,70.1948,7.3e+10,5.09295,20,454567,0.234376,0.081829,0.136563,100.855,131,0.063708,5.04671,12.5894,19,0.215701,9.56557,0.08828,4.02732,113,88.2002,15.875,1200000,2.26742,-0.204501,0.143903,-1.5412,0.170836,-0.177204,-0.571096,1.61636,8e+07,NA,1,"Asia",0,NA,NA,NA,0,804.773,6.690561,NA,NA,8.05e+08,20.50607,388685,7.39956,191772,27.4833,303028,14.6825,113001,12164.5,769630,4.02732,97.493,13.1242,"matched (3)",195,39,27.55845,3.185584,0.0008653,-7.052379,25.01373,NA,6.459039,-1.450829,-0.6180814,18.19754,113.4601,12.62158,347.8312,19.50743,2.96e+08,2.96e+08,19.50743,19.78621,3.92e+08,18.90328,1.62e+08,NA,0.6129867,0.0855399,1.149369,0.2709693,41.11887,0,18,NA,NA,NA,NA,NA,NA,NA,1,15.2437783640309,NA
"207","Turkmenistan",47430.77,NA,"Trans_Countries",NA,0,2.9e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TKM",98.9591,NA,NA,6.61618,16.8389,0,24.8391,0,NA,0,3.21224,3.24884,15027.5,36.7166,72.5123,20.5887,73.0959,2.6e+09,0,19,15000,1.17405,0,0.000475,NA,13,0.000499,9.51789,2.25846,10,0,1.68422,11.8306,0.127679,4,1.99804,NA,104.462,2.30467,-1.40394,-1.01504,-0.067219,-2.04458,-1.44252,-2.19406,1.72888,5700000,NA,2,"Asia",0,NA,NA,NA,0,13.3299,2.59001,NA,NA,13300000,16.40552,340757,11.2086,27.4545,4.18631,59168.3,8.78216,41270,4066.89,469930,0.127679,11.2655,0.06159,"matched (3)",196,29,24.09056,NA,0.0004597,-7.685041,21.67878,NA,28.28352,0.1604593,-2.745214,15.55598,126.374,10.98814,264.7105,15.00104,3272430,3272430,15.00104,15.45767,5166320,15.54576,5642084,NA,6.237021,-2.658252,-1.306381,-1.490574,29.78181,0,15,NA,NA,NA,NA,NA,NA,NA,1,10.7670264531906,NA
"208","Turks and Caicos Islands",NA,NA,"Small_Island_dev_states",NA,0,6.9e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.387546,44.375,4447.38,NA,1.05263,0,0,4200000,NA,4,4447,0.289715,NA,NA,NA,30,NA,3.63393,NA,2,NA,58.4725,NA,NA,9,NA,NA,4,2.68698,NA,NA,NA,NA,NA,NA,2.23168,33879.6,NA,4,"America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.626648,0.381818,1.05263,183.35,36.2105,344,NA,950,NA,35.6628,0.550203,"using only (2)",197,6,20.34754,NA,NA,NA,15.2502,NA,5.89499,-1.238857,NA,10.43057,0,5.211397,106.0391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"209","Tuvalu",4519961.29,NA,"Small_Island_dev_states",NA,0,3.5e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TUV",39.7236,91.243,NA,0.529627,NA,0,NA,NA,NA,2.8169,0.008598,2.09796,8330,0,59.697,35.2512,98.4563,7400000,NA,1,8328,0.303824,NA,NA,NA,13,0,2.89901,NA,2,0,0,NA,59.697,0,NA,26.3,NA,2.82877,-0.170784,-0.66854,1.3462,-0.93064,0.67815,0.869687,1.08044,10770.2,NA,4,"Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9091,22.0756,2.2,NA,9.77867,33.3333,10,4835.77,30,59.697,359.005,0,"using only (2)",198,3,17.37447,1.035637,NA,NA,15.82003,NA,5.278781,-1.191306,0.0903002,9.284534,106.3762,2.280203,39.61732,11.46913,95714.66,95714.66,11.46913,11.92514,151016.2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,15.3240139876124,NA
"210","Uganda",10568103.97,NA,"Least_dev",671000,0,2.3e+10,0,NA,NA,251350,257143.324869117,214210,19.182467400229,455000,216000,455000,NA,2,1,1,NA,NA,0,0,0,0,0,"UGA",0.821818,90.0167,-4.15306,0.573497,0,0.01156,13.4148,13.4032,8.25293,76.2943,16.064,16.0626,497509,13.3107,70.7962,65.6377,85.8613,5.5e+09,NA,30,412623,0.074084,0,0.851203,1.96715,60,13.2671,6.32226,NA,31,0.043624,4.948,0,11.031,64,99.9802,21.8667,446447,5.93538,-1.05462,-0.548207,-0.744786,-0.232767,-0.324066,-0.611505,3.59446,4e+07,NA,0,"Africa",1,13.41652,12.27471,12.28303,61,1008.58,6.916301,2.14e+08,19.18247,1.01e+09,20.73181,141782,24.4995,84886.5,33.3634,3816.94,13.075,26178,629.834,200302,11.031,174.606,91.3446,"matched (3)",199,61,23.85876,4.334598,0.0438514,-3.126948,22.42801,6.71e+08,1.767552,-2.602556,-1.272696,17.50439,308.625,8.247204,196.7681,17.15811,28300000,2.14e+08,19.18247,19.64921,3.42e+08,20.46332,7.71e+08,20.324279694936,-1.116375,-1.180463,1.569468,0.2042252,60.47686,1,21,214210000,19.182467400229,251350000,19.3423569481029,257143324.869117,19.365144171727,6.71e+08,1,16.1733509633267,NA
"211","Ukraine",827456.12,11848253,"Trans_Countries",NA,0,1.4e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UKR",94.3273,90.8677,1.88771,5.23128,0.981213,0.64722,1.62843,0,3.74882,6.14678,3.87541,3.97784,203052,6.76969,71.4044,17.8385,42.3696,1.2e+10,19.1854,17,179691,0.787375,1.20515,0.269239,37.1475,24,0.266572,0.308282,2.96595,11,3.485,5.47936,0.515108,1.54712,22,0,10.1154,3975.77,-0.241257,-0.88917,-0.476416,-1.90711,-0.438886,-0.760008,-0.045769,-0.384903,4.5e+07,NA,2,"Asia",0,NA,NA,NA,0,607.064,6.408633,NA,NA,6.07e+08,20.22414,413657,8.70792,23361.6,56.2456,289424,16.5618,95945.3,3005.2,579312,1.54712,78.7608,2.94213,"matched (3)",200,28,25.66491,1.815928,0.0043362,-5.440764,23.20817,NA,20.20791,-0.2390507,-1.93524,17.62217,-16.30819,12.57565,322.7528,18.33389,91700000,91700000,18.33389,18.59427,1.19e+08,16.16431,10500000,NA,3.962422,-1.431404,0.1223363,-1.427415,29.22594,0,15,NA,NA,NA,NA,NA,NA,NA,1,13.626111357637,16.2876909885168
"212","United Arab Emirates",NA,NA,"Developing",NA,0,3.3e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ARE",98.4227,95.1371,NA,1.45141,5.97512,0,5.97512,0,NA,0.058485,13.1078,16.3266,79607.5,22.5848,6.06705,2.47183,35.7394,2.4e+09,0.01363,13,78938.5,0.326858,0,NA,806.021,20,0.000153,3.36214,8.20215,8,0,16.0095,21.5168,1.13297,0,92.1063,NA,560.231,6.09214,1.14649,1.44159,0.690987,1.00402,0.749251,-1.08602,0.92013,9400000,NA,1,"Asia",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4308.82,0.797728,668.991,0.639513,163281,4.48268,3183.6,40475.4,71020,1.13297,118.351,0.116465,"matched (3)",201,21,26.52236,-2.838985,NA,NA,21.59873,NA,8.669045,-1.118229,2.350572,16.05622,32.8849,12.00323,318.354,18.35981,94100000,94100000,18.35981,18.56477,1.15e+08,20.88522,1.18e+09,NA,1.582036,1.169686,-0.7474014,2.032357,25.03668,0,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"213","United Kingdom",NA,NA,"Developed_Countries",1300000,1,2.6e+12,NA,294417,2.2,1175449,699099,1e+06,20.7232658369464,0,1300000,NA,1,2,1,1,0,3,NA,NA,1,1,1,"GBR",100,99.0226,4.60205,0.44329,0.718977,6.4e-05,0.719041,0,0.598588,10.8873,26.6375,28.5356,838257,0.808973,71.7842,39.5368,60.6961,1.7e+10,10.206,11,642941,0.210487,0.014312,0.032407,243.365,48,0.005438,1.35823,12.0924,5,9.5e-05,8.94512,0.589603,0.188762,42,0,NA,190618,1.06683,1.83675,1.54562,0.334763,1.7817,1.74245,1.31691,0.723036,6.6e+07,NA,3,"Europe",0,14.07788,13.82671,14.07788,0,NA,NA,1.01e+09,20.73446,NA,NA,173667,0.603612,195317,25.1812,483330,12.7497,30845.5,40162.2,241930,0.188762,263.265,4.44734,"matched (3)",202,16,28.58653,2.387597,NA,NA,23.55648,1.3e+09,6.017093,-1.558331,3.408765,18.00517,43.88546,13.08846,374.1536,21.43083,2.03e+09,1.01e+09,20.73446,20.76655,1.04e+09,20.68618,9.64e+08,20.9856301014139,1.066401,0.7852534,2.321744,0.3828757,20.55627,1,10,1e+09,20.7232658369464,1175449000,20.8849160392099,699099000,20.3653029210707,1.3e+09,1,NA,NA
"214","United States",NA,NA,"Developed_Countries",NA,1,1.6e+13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA",100,95.2397,5.2048,0.840782,0.3352,0.065484,0.40067,0,1.97916,11.0082,26.3275,12.9859,5300000,0.868474,44.6353,35.8012,56.7917,1.6e+11,11.3326,91,4800000,0.353599,0.315242,0.214156,127.418,251,0.044582,1.71063,7.06521,40,0.107938,22.6269,0.286761,0.286761,510,0.039183,NA,319111,1.00352,1.3702,1.50784,0.49516,1.44815,1.58452,1.07586,0.690944,3.2e+08,NA,3,"America",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4100000,1.07844,460319,17.0472,5400000,33.7184,3100000,50569.7,9100000,0.284151,34.2668,7.72362,"matched (3)",203,131,30.39458,2.398637,NA,NA,25.80467,NA,10.74749,-1.039592,3.009977,19.59286,39.23986,15.50154,471.1628,23.5365,1.67e+10,1.67e+10,23.5365,24.2965,3.56e+10,23.67728,1.92e+10,NA,2.067167,1.682169,0.9278832,-0.1131127,135.5641,0,24,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"215","Uruguay",144323.75,2639269,"Developing",NA,0,4.3e+10,NA,NA,NA,8997100,8890860.72857529,3200000,21.8864166467521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"URY",97.5936,98.5153,10.1626,0.471581,0,0.068926,0.951111,0.882185,7.76068,76.3122,2.30505,3.46413,82581.7,1.48993,82.9691,92.8917,96.0286,3.2e+09,12.7956,22,82480,0.133373,0,0.264743,147.765,45,1.37652,4.05475,13.66,10,0.113413,1.63056,0,0.207768,22,0,16.675,223.462,0.454048,1.30428,0.515165,1.03115,0.520149,0.647644,1.15857,0.350132,3400000,"Latin America and the Carribean",1,"America",0,NA,14.99041,NA,0,28.7699,3.35933,3.24e+09,21.89817,28800000,17.17484,145213,7.50883,101.707,11.9918,7350.71,9.92242,17366.2,11975,175020,0.207768,19.3236,47.8434,"matched (3)",204,32,24.48447,4.334833,0.0006691,-7.309626,21.88642,NA,3.265567,-2.014606,1.856546,15.03929,33.62268,8.902552,217.9742,18.59208,1.19e+08,3.24e+09,21.89817,21.98775,3.54e+09,21.88803,3.21e+09,NA,-0.3047996,-0.8200278,2.088353,-0.0317812,32.93174,0,16,3.2e+09,21.8864166467521,8997100000,22.9201681401357,8890860728.57529,22.9082897016477,NA,1,11.8798143188835,14.7860125428409
"216","Uzbekistan",6229113,NA,"Trans_Countries",NA,0,4.7e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UZB",89.5564,94.2826,NA,6.9391,9.22404,4.52888,13.7529,0,NA,19.7946,3.37516,3.37681,26762.3,22.1975,62.7901,32.4965,85.2947,8.1e+09,1.54099,19,10822.9,0.988917,0.139538,0.123694,198.184,7,0.001874,7.48365,2.52086,10,6.94079,3.82146,2.31851,0.81207,16,27.519,14.55,383.077,2.0759,-1.16882,-0.596485,-0.287996,-1.46731,-1.10585,-1.83378,1.71768,3.2e+07,NA,2,"Asia",0,NA,NA,NA,0,240.132,5.481188,NA,NA,2.4e+08,19.2967,267109,23.2748,15939.4,10.262,112640,7.65824,32578.2,1607.1,425400,0.81207,69.7252,2.38495,"matched (3)",205,29,24.57341,2.985409,0.0051092,-5.276715,22.81513,NA,24.30107,-0.0111449,-2.102867,17.28125,146.509,11.63195,285.8367,16.06475,9480565,9480565,16.06475,16.46121,14100000,15.5296,5551646,NA,5.073319,-1.796957,-0.5452592,-1.650587,30.08051,0,15,NA,NA,NA,NA,NA,NA,NA,1,15.6447445050253,NA
"217","Vanuatu",2530209,NA,"Least_dev",NA,0,7.2e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VUT",12.6482,86.7009,18.1357,0.487469,0,0,0,0,14.8576,14.6029,0.090731,4.20035,112902,0.816895,15.3255,85.6954,95.7467,1.5e+08,NA,8,112844,0.160321,0,0.105704,NA,18,0.816895,3.32364,17.1666,8,0,0.970981,0,10.2394,10,0,12.7,2.66667,3.2722,0.018365,-0.718053,0.633327,-0.353985,0.288964,0.61577,2.6285,278308,NA,0,"Asia",0,NA,NA,NA,0,92.887,4.531384,NA,NA,92900000,18.34689,1868.18,22.6911,57.3957,1.64069,110.01,36.0952,4400,2815.65,12190,10.2394,20.6053,42.4348,"matched (3)",206,16,20.39476,2.68122,0.1290097,-2.047868,18.82615,35800000,3.269709,-1.830577,-0.0558079,12.53648,251.6702,4.700571,95.86703,14.06255,1280227,1280227,14.06255,14.47206,1928128,15.67193,6400767,NA,-1.674083,-0.3747083,-0.9454383,-0.463766,12.542,0,4,NA,NA,NA,NA,NA,NA,NA,1,14.7438124659874,NA
"218","Venezuela",1611296.25,NA,"Developing",NA,0,4.1e+11,NA,NA,NA,6680,6687.92900108137,2137,14.5749135343013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VEN",97.0927,91.7869,23.3241,1.37779,3.03464,0.138853,3.17349,0,22.3557,69.6925,36.9025,54.1428,282453,18.9472,24.4692,43.5466,73.1116,2.1e+10,7.56897,52,259938,0.369261,0.043181,0.155204,170.464,45,0.050219,2.9404,7.2904,35,0.680809,4.21095,17.791,0.793606,86,0,28.81,163471,0.700778,-1.39526,-1.34245,-1.08983,-1.99805,-2.15674,-1.18743,-0.622944,3e+07,"Latin America and the Carribean",1,"America",0,NA,7.667158,NA,0,35.271,3.56306,2137000,14.57491,35300000,17.37857,215831,4.73609,22515.7,3.04188,180334,53.5445,472290,14114,882050,0.793606,32.6576,13.5795,"matched (3)",207,87,26.73942,4.244092,8.6e-05,-9.360852,23.76779,NA,9.873826,-0.9962516,-3.629658,17.21671,-45.54443,12.10257,323.6157,18.42037,1e+08,2137000,14.57491,15.50272,5404368,14.46488,1914330,NA,0.8089941,-0.2919166,-1.896105,0.7703885,86.39136,0,23,2137000,14.5749135343013,6680000,15.7146285455128,6687929.00108137,15.7158148178233,NA,1,14.2925495372456,NA
